,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
2710,XP_022288756.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,852,fibroblast growth factor receptor 2-like isoform X1,2559,fibroblast growth factor receptor 2-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2711,XP_022288757.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,852,fibroblast growth factor receptor 2-like isoform X1,2559,fibroblast growth factor receptor 2-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2712,XP_022288758.1,1,NC_035780.1,10549672,10554428,-,111100895,LOC111100895,497,acid-sensing ion channel 1-like isoform X1,1494,acid-sensing ion channel 1-like isoform X1,GO:0005575;GO:0022857,,
2713,XP_022288759.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,852,fibroblast growth factor receptor 2-like isoform X1,2559,fibroblast growth factor receptor 2-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2714,XP_022288760.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,852,fibroblast growth factor receptor 2-like isoform X1,2559,fibroblast growth factor receptor 2-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2715,XP_022288761.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,852,fibroblast growth factor receptor 2-like isoform X1,2559,fibroblast growth factor receptor 2-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2716,XP_022288762.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,845,fibroblast growth factor receptor 2-like isoform X2,2538,fibroblast growth factor receptor 2-like isoform X2,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2717,XP_022288763.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,836,fibroblast growth factor receptor 2-like isoform X3,2511,fibroblast growth factor receptor 2-like isoform X3,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2718,XP_022288764.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,834,fibroblast growth factor receptor 2-like isoform X4,2505,fibroblast growth factor receptor 2-like isoform X4,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2719,XP_022288765.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,829,fibroblast growth factor receptor 2-like isoform X5,2490,fibroblast growth factor receptor 2-like isoform X5,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2720,XP_022288766.1,6,NC_035785.1,36817964,36831416,-,111100896,LOC111100896,811,fibroblast growth factor receptor 2-like isoform X6,2436,fibroblast growth factor receptor 2-like isoform X6,GO:0005575;GO:0006464;GO:0007165;GO:0008283;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
2721,XP_022288767.1,6,NC_035785.1,36844199,36886211,+,111100897,LOC111100897,558,cytosolic purine 5\'-nucleotidase-like isoform X1,1677,cytosolic purine 5'-nucleotidase-like isoform X1,,,
2722,XP_022288768.1,6,NC_035785.1,36844199,36886211,+,111100897,LOC111100897,558,cytosolic purine 5\'-nucleotidase-like isoform X2,1677,cytosolic purine 5'-nucleotidase-like isoform X2,,,
2723,XP_022288769.1,1,NC_035780.1,10549672,10554428,-,111100895,LOC111100895,496,acid-sensing ion channel 1-like isoform X2,1491,acid-sensing ion channel 1-like isoform X2,GO:0005575;GO:0022857,,
2724,XP_022288770.1,6,NC_035785.1,36844199,36886211,+,111100897,LOC111100897,558,cytosolic purine 5\'-nucleotidase-like isoform X1,1677,cytosolic purine 5'-nucleotidase-like isoform X1,,,
2725,XP_022288771.1,6,NC_035785.1,36844199,36886211,+,111100897,LOC111100897,551,cytosolic purine 5\'-nucleotidase-like isoform X3,1656,cytosolic purine 5'-nucleotidase-like isoform X3,,,
2726,XP_022288772.1,6,NC_035785.1,36846398,36886211,+,111100897,LOC111100897,501,cytosolic purine 5\'-nucleotidase-like isoform X4,1506,cytosolic purine 5'-nucleotidase-like isoform X4,,,
2727,XP_022288773.1,6,NC_035785.1,33044670,33048465,-,111100898,LOC111100898,337,uncharacterized protein LOC111100898,1014,uncharacterized protein LOC111100898,,,
2728,XP_022288774.1,6,NC_035785.1,33044670,33048465,-,111100898,LOC111100898,337,uncharacterized protein LOC111100898,1014,uncharacterized protein LOC111100898,,,
2729,XP_022288775.1,6,NC_035785.1,33044670,33048465,-,111100898,LOC111100898,337,uncharacterized protein LOC111100898,1014,uncharacterized protein LOC111100898,,,
2730,XP_022288776.1,6,NC_035785.1,38393009,38424322,-,111100899,LOC111100899,331,uncharacterized protein LOC111100899 isoform X1,996,uncharacterized protein LOC111100899 isoform X1,,,
2731,XP_022288777.1,6,NC_035785.1,38393009,38424322,-,111100899,LOC111100899,331,uncharacterized protein LOC111100899 isoform X1,996,uncharacterized protein LOC111100899 isoform X1,,,
2732,XP_022288778.1,6,NC_035785.1,38415402,38424322,-,111100899,LOC111100899,328,uncharacterized protein LOC111100899 isoform X2,987,uncharacterized protein LOC111100899 isoform X2,,,
2733,XP_022288779.1,6,NC_035785.1,33091982,33095260,-,111100901,LOC111100901,1092,uncharacterized protein LOC111100901,3279,uncharacterized protein LOC111100901,GO:0003674,,
2734,XP_022288780.1,6,NC_035785.1,33079565,33083855,+,111100902,LOC111100902,370,poly(ADP-ribose) glycohydrolase ARH3-like,1113,poly(ADP-ribose) glycohydrolase ARH3-like,,,
2735,XP_022288781.1,6,NC_035785.1,33084591,33089984,-,111100903,LOC111100903,167,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like isoform X1,504,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like isoform X1,GO:0034641,,
2736,XP_022288782.1,1,NC_035780.1,10556629,10563769,+,111100900,LOC111100900,326,protein limb expression 1 homolog,981,protein limb expression 1 homolog,,,
2737,XP_022288783.1,6,NC_035785.1,33084591,33089984,-,111100903,LOC111100903,148,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like isoform X2,447,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like isoform X2,GO:0034641,,
2738,XP_022288784.1,6,NC_035785.1,32082488,32099945,-,111100904,LOC111100904,1212,probable ATP-dependent RNA helicase DDX58,3639,probable ATP-dependent RNA helicase DDX58,GO:0043167,,
2739,XP_022288785.1,6,NC_035785.1,32082488,32099945,-,111100904,LOC111100904,1212,probable ATP-dependent RNA helicase DDX58,3639,probable ATP-dependent RNA helicase DDX58,GO:0043167,,
2740,XP_022288786.1,6,NC_035785.1,32100271,32103565,+,111100905,LOC111100905,103,uncharacterized protein LOC111100905,312,uncharacterized protein LOC111100905,,,
2741,XP_022288787.1,6,NC_035785.1,12445185,12466084,-,111100906,LOC111100906,934,gamma-tubulin complex component 2-like isoform X1,2805,gamma-tubulin complex component 2-like isoform X1,GO:0005815;GO:0007010;GO:0008092;GO:0032991;GO:0065003,,
2742,XP_022288788.1,6,NC_035785.1,12445185,12466084,-,111100906,LOC111100906,934,gamma-tubulin complex component 2-like isoform X1,2805,gamma-tubulin complex component 2-like isoform X1,GO:0005815;GO:0007010;GO:0008092;GO:0032991;GO:0065003,,
2743,XP_022288789.1,6,NC_035785.1,12445185,12466084,-,111100906,LOC111100906,934,gamma-tubulin complex component 2-like isoform X1,2805,gamma-tubulin complex component 2-like isoform X1,GO:0005815;GO:0007010;GO:0008092;GO:0032991;GO:0065003,,
2744,XP_022288790.1,6,NC_035785.1,12445185,12466084,-,111100906,LOC111100906,926,gamma-tubulin complex component 2-like isoform X2,2781,gamma-tubulin complex component 2-like isoform X2,GO:0005815;GO:0007010;GO:0008092;GO:0032991;GO:0065003,,
2745,XP_022288791.1,6,NC_035785.1,12389000,12397273,+,111100907,LOC111100907,426,multiple epidermal growth factor-like domains protein 11 isoform X1,1281,multiple epidermal growth factor-like domains protein 11 isoform X1,GO:0003674;GO:0005575;GO:0007165;GO:0016192,,
2746,XP_022288792.1,6,NC_035785.1,12389000,12398679,+,111100907,LOC111100907,412,multiple epidermal growth factor-like domains protein 11 isoform X2,1239,multiple epidermal growth factor-like domains protein 11 isoform X2,,,
2747,XP_022288793.1,6,NC_035785.1,12373168,12373845,+,111100909,LOC111100909,225,uncharacterized protein LOC111100909,678,uncharacterized protein LOC111100909,,,
2748,XP_022288794.1,6,NC_035785.1,12467629,12471828,+,111100910,LOC111100910,161,transmembrane protein 138-like,486,transmembrane protein 138-like,,,
2749,XP_022288795.1,1,NC_035780.1,50452588,50465977,+,111100908,LOC111100908,504,contactin-1-like,1515,contactin-1-like,,,
2750,XP_022288796.1,6,NC_035785.1,6583100,6588073,+,111100913,LOC111100913,523,uncharacterized protein LOC111100913 isoform X1,1572,uncharacterized protein LOC111100913 isoform X1,,,
2751,XP_022288797.1,6,NC_035785.1,6583100,6588073,+,111100913,LOC111100913,488,uncharacterized protein LOC111100913 isoform X2,1467,uncharacterized protein LOC111100913 isoform X2,,,
2752,XP_022288798.1,6,NC_035785.1,6584863,6588073,+,111100913,LOC111100913,315,uncharacterized protein LOC111100913 isoform X3,948,uncharacterized protein LOC111100913 isoform X3,,,
2753,XP_022288799.1,6,NC_035785.1,6645826,6651717,+,111100915,LOC111100915,436,uncharacterized protein LOC111100915 isoform X1,1311,uncharacterized protein LOC111100915 isoform X1,,,
2754,XP_022288800.1,6,NC_035785.1,6646191,6651717,+,111100915,LOC111100915,364,uncharacterized protein LOC111100915 isoform X2,1095,uncharacterized protein LOC111100915 isoform X2,,,
2755,XP_022288801.1,6,NC_035785.1,6604181,6609027,+,111100916,LOC111100916,363,uncharacterized protein LOC111100916,1092,uncharacterized protein LOC111100916,,,
2756,XP_022288802.1,6,NC_035785.1,2551314,2554469,-,111100919,LOC111100919,875,uncharacterized protein LOC111100919,2628,uncharacterized protein LOC111100919,GO:0016491,,
2757,XP_022288803.1,6,NC_035785.1,2551314,2554469,-,111100919,LOC111100919,875,uncharacterized protein LOC111100919,2628,uncharacterized protein LOC111100919,GO:0016491,,
2758,XP_022288804.1,1,NC_035780.1,50509507,50521982,+,111100917,LOC111100917,503,cell adhesion molecule 2-like,1512,cell adhesion molecule 2-like,,,
2759,XP_022288805.1,6,NC_035785.1,2546306,2548480,+,111100920,LOC111100920,725,LOW QUALITY PROTEIN: ankyrin-2-like,2169,LOW QUALITY PROTEIN: ankyrin-2-like,GO:0003674;GO:0007165,,
2760,XP_022288806.1,6,NC_035785.1,2878610,2880280,-,111100921,LOC111100921,556,uncharacterized protein LOC111100921,1671,uncharacterized protein LOC111100921,GO:0043167,,
2761,XP_022288807.1,6,NC_035785.1,2878610,2880280,-,111100921,LOC111100921,556,uncharacterized protein LOC111100921,1671,uncharacterized protein LOC111100921,GO:0043167,,
2762,XP_022288808.1,6,NC_035785.1,2878610,2880280,-,111100921,LOC111100921,556,uncharacterized protein LOC111100921,1671,uncharacterized protein LOC111100921,GO:0043167,,
2763,XP_022288809.1,6,NC_035785.1,2725408,2727078,-,111100922,LOC111100922,556,uncharacterized protein LOC111100922,1671,uncharacterized protein LOC111100922,GO:0043167,,
2764,XP_022288810.1,6,NC_035785.1,2650075,2651742,-,111100923,LOC111100923,555,uncharacterized protein LOC111100923,1668,uncharacterized protein LOC111100923,GO:0043167,,
2765,XP_022288811.1,6,NC_035785.1,3045638,3047302,-,111100924,LOC111100924,554,uncharacterized protein LOC111100924 isoform X1,1665,uncharacterized protein LOC111100924 isoform X1,GO:0043167,,
2766,XP_022288812.1,6,NC_035785.1,2800150,2801814,-,111100924,LOC111100924,554,uncharacterized protein LOC111100924 isoform X2,1665,uncharacterized protein LOC111100924 isoform X2,GO:0043167,,
2767,XP_022288813.1,6,NC_035785.1,2800150,2801814,-,111100924,LOC111100924,554,uncharacterized protein LOC111100924 isoform X2,1665,uncharacterized protein LOC111100924 isoform X2,GO:0043167,,
2768,XP_022288814.1,6,NC_035785.1,2800150,2801814,-,111100924,LOC111100924,554,uncharacterized protein LOC111100924 isoform X2,1665,uncharacterized protein LOC111100924 isoform X2,GO:0043167,,
2769,XP_022288815.1,6,NC_035785.1,3045638,3047302,-,111100924,LOC111100924,554,uncharacterized protein LOC111100924 isoform X1,1665,uncharacterized protein LOC111100924 isoform X1,GO:0043167,,
2770,XP_022288816.1,6,NC_035785.1,2866085,2867749,-,111100926,LOC111100926,554,uncharacterized protein LOC111100926,1665,uncharacterized protein LOC111100926,GO:0043167,,
2771,XP_022288817.1,1,NC_035780.1,50531241,50537826,+,111100925,LOC111100925,491,cell adhesion molecule 3-like,1476,cell adhesion molecule 3-like,,,
2772,XP_022288818.1,6,NC_035785.1,2614167,2615828,-,111100927,LOC111100927,553,uncharacterized protein LOC111100927,1662,uncharacterized protein LOC111100927,GO:0043167,,
2773,XP_022288819.1,6,NC_035785.1,2614167,2615828,-,111100927,LOC111100927,553,uncharacterized protein LOC111100927,1662,uncharacterized protein LOC111100927,GO:0043167,,
2774,XP_022288820.1,6,NC_035785.1,2614167,2615828,-,111100927,LOC111100927,553,uncharacterized protein LOC111100927,1662,uncharacterized protein LOC111100927,GO:0043167,,
2775,XP_022288821.1,6,NC_035785.1,2576720,2582831,-,111100928,LOC111100928,537,uncharacterized protein LOC111100928,1614,uncharacterized protein LOC111100928,,,
2776,XP_022288822.1,6,NC_035785.1,2740310,2741940,-,111100930,LOC111100930,438,uncharacterized protein LOC111100930,1317,uncharacterized protein LOC111100930,,,
2777,XP_022288823.1,6,NC_035785.1,2685694,2686971,-,111100931,LOC111100931,425,tripartite motif-containing protein 45-like,1278,tripartite motif-containing protein 45-like,GO:0043167,,
2778,XP_022288824.1,6,NC_035785.1,2515739,2519107,+,111100932,LOC111100932,407,LOW QUALITY PROTEIN: general transcription factor IIE subunit 1-like,1221,LOW QUALITY PROTEIN: general transcription factor IIE subunit 1-like,GO:0003677;GO:0009058;GO:0034641,,
2779,XP_022288825.1,6,NC_035785.1,2396767,2398735,+,111100934,LOC111100934,380,uncharacterized protein LOC111100934,1143,uncharacterized protein LOC111100934,GO:0003674,,
2780,XP_022288826.1,6,NC_035785.1,2521293,2531181,-,111100935,LOC111100935,364,uncharacterized protein LOC111100935,1095,uncharacterized protein LOC111100935,,,
2781,XP_022288827.1,6,NC_035785.1,3014710,3016374,-,111100936,LOC111100936,554,uncharacterized protein LOC111100936,1665,uncharacterized protein LOC111100936,GO:0043167,,
2782,XP_022288828.1,6,NC_035785.1,2941020,2942084,-,111100937,LOC111100937,354,uncharacterized protein LOC111100937,1065,uncharacterized protein LOC111100937,,,
2783,XP_022288829.1,6,NC_035785.1,2354091,2355125,-,111100938,LOC111100938,344,membrane progestin receptor beta-like,1035,membrane progestin receptor beta-like,GO:0005575,,
2784,XP_022288830.1,6,NC_035785.1,2976740,2977555,-,111100939,LOC111100939,271,uncharacterized protein LOC111100939,816,uncharacterized protein LOC111100939,,,
2785,XP_022288831.1,6,NC_035785.1,3000483,3002730,+,111100941,LOC111100941,252,uncharacterized protein LOC111100941,759,uncharacterized protein LOC111100941,,,
2786,XP_022288832.1,6,NC_035785.1,2672578,2673910,-,111100942,LOC111100942,211,speriolin-like protein,636,speriolin-like protein,,,
2787,XP_022288833.1,6,NC_035785.1,2369433,2370104,-,111100943,LOC111100943,174,uncharacterized protein LOC111100943 isoform X1,525,uncharacterized protein LOC111100943 isoform X1,,,
2788,XP_022288834.1,6,NC_035785.1,2369433,2370104,-,111100943,LOC111100943,172,uncharacterized protein LOC111100943 isoform X2,519,uncharacterized protein LOC111100943 isoform X2,,,
2789,XP_022288835.1,1,NC_035780.1,36789898,36795540,-,111100914,LOC111100914,219,uncharacterized protein LOC111100914 isoform X1,660,uncharacterized protein LOC111100914 isoform X1,GO:0005575,,
2790,XP_022288836.1,1,NC_035780.1,26148027,26157528,+,111100940,LOC111100940,543,arylsulfatase I-like,1632,arylsulfatase I-like,GO:0003674,,
2791,XP_022288837.1,6,NC_035785.1,2584000,2584640,-,111100944,LOC111100944,148,uncharacterized protein LOC111100944,447,uncharacterized protein LOC111100944,GO:0003674,,
2792,XP_022288838.1,6,NC_035785.1,2431295,2439301,+,111100945,LOC111100945,140,temptin-like isoform X1,423,temptin-like isoform X1,,,
2793,XP_022288839.1,6,NC_035785.1,2431295,2443960,+,111100945,LOC111100945,140,temptin-like isoform X2,423,temptin-like isoform X2,,,
2794,XP_022288840.1,6,NC_035785.1,2431295,2457656,+,111100945,LOC111100945,140,temptin-like isoform X3,423,temptin-like isoform X3,,,
2795,XP_022288841.1,6,NC_035785.1,2840060,2841067,-,111100946,LOC111100946,335,"uncharacterized protein LOC111100946, partial",1008,uncharacterized protein LOC111100946,,,
2796,XP_022288842.1,6,NC_035785.1,3004267,3005779,-,111100947,LOC111100947,132,uncharacterized protein LOC111100947,399,uncharacterized protein LOC111100947,,,
2797,XP_022288843.1,6,NC_035785.1,2473907,2486047,+,111100948,LOC111100948,131,temptin-like,396,temptin-like,,,
2798,XP_022288844.1,1,NC_035780.1,26148027,26157528,+,111100940,LOC111100940,543,arylsulfatase I-like,1632,arylsulfatase I-like,GO:0003674,,
